EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryGap,DailyRateGap
RM604,45,36-45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,Upto 5k,6153,1,No,14,3,4,0,1,3,3,1,0,0,0.0,-419.0,-580.5
RM626,45,36-45,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10k-15k,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2.0,1511.0,77.0
RM697,45,36-45,0,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,Upto 5k,23163,1,No,12,3,2,0,9,5,2,9,7,0,8.0,-771.0,52.5
RM714,45,36-45,0,Travel_Rarely,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,Upto 5k,11005,3,No,14,3,4,2,8,2,3,5,3,0,2.0,-423.0,141.5
RM719,45,36-45,0,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,Upto 5k,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8.0,-1585.0,-504.5
RM756,45,36-45,0,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,15k+,5404,3,No,13,3,2,1,26,4,4,9,3,1,1.0,1950.5,532.0
RM760,45,36-45,0,Travel_Rarely,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,Upto 5k,8318,1,No,16,3,1,0,6,3,3,6,3,0,4.0,-519.0,0.0
RM806,45,36-45,0,Non-Travel,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5k-10k,17970,1,No,13,3,4,1,15,2,3,15,10,4,12.0,170.0,274.5
RM855,45,36-45,0,Travel_Rarely,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,Upto 5k,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2.0,1784.0,624.5
RM914,45,36-45,1,Travel_Rarely,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,15k+,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11.0,-244.0,764.0
RM937,45,36-45,0,Travel_Frequently,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,15k+,13035,3,No,22,4,3,0,22,4,3,0,0,0,0.0,-1176.0,-459.0
RM1035,45,36-45,0,Travel_Rarely,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10k-15k,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7.0,558.0,222.0
RM1038,45,36-45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,5k-10k,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2.0,-913.0,632.0
RM1093,45,36-45,0,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,Upto 5k,4585,4,No,20,4,4,1,8,3,3,5,4,0,3.0,-561.0,117.5
RM1100,45,36-45,0,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,5k-10k,20933,1,No,12,3,1,3,10,4,3,10,8,7,7.0,-2852.0,-278.0
RM1143,45,36-45,0,Travel_Rarely,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5k-10k,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4.0,551.0,262.5
RM1144,45,36-45,0,Non-Travel,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,Upto 5k,24162,1,No,15,3,1,1,10,2,3,10,7,4,5.0,-1038.0,-439.5
RM1161,45,36-45,0,Travel_Rarely,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5k-10k,5388,1,No,19,3,1,2,10,3,3,10,7,3,9.0,552.0,576.5
RM1222,45,36-45,0,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10k-15k,3395,3,No,23,4,4,1,25,3,2,23,15,14,4.0,455.0,422.0
RM1226,45,36-45,0,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,15k+,17119,1,No,11,3,3,0,21,2,3,21,6,8,6.0,333.5,185.5
RM1244,45,36-45,0,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,5k-10k,6595,4,No,21,4,3,2,9,2,4,5,0,0,3.0,-97.0,-516.5
RM1315,45,36-45,0,Non-Travel,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5k-10k,19665,4,No,22,4,2,2,10,3,4,8,7,5,7.0,-269.0,-186.5
RM1347,45,36-45,0,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5k-10k,23888,0,No,13,3,4,2,10,2,2,9,8,3,8.0,688.0,-196.5
RM1363,45,36-45,0,Travel_Frequently,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5k-10k,14511,4,No,12,3,3,0,12,3,3,4,2,0,3.0,181.0,544.5
RM1455,45,36-45,0,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,50,3,2,Sales Executive,3,Single,Upto 5k,23333,8,No,15,3,3,0,8,3,3,5,3,0,1.0,-573.0,-401.5
RM030,46,46-55,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,15k+,22822,3,No,12,3,4,0,22,2,2,2,2,2,3.0,-121.0,20.0
RM049,46,46-55,0,Travel_Frequently,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5k-10k,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8.0,349.0,435.5
RM080,46,46-55,0,Travel_Rarely,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5k-10k,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2.0,-964.0,57.0
RM090,46,46-55,1,Travel_Rarely,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,5k-10k,13596,1,No,16,3,4,0,9,3,3,9,8,4,7.0,369.0,-184.0
RM094,46,46-55,0,Travel_Frequently,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10k-15k,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5.0,380.0,-178.0
RM179,46,46-55,0,Travel_Rarely,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10k-15k,2137,1,No,25,4,3,3,24,2,3,24,13,15,7.0,1203.0,-327.0
RM210,46,46-55,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,5k-10k,12368,7,No,16,3,3,1,17,3,3,4,2,0,3.0,-897.0,-172.0
RM264,46,46-55,0,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,15k+,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7.0,1172.5,-214.0
RM366,46,46-55,0,Non-Travel,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5k-10k,16044,2,No,14,3,3,0,7,2,4,1,0,0,0.0,40.0,391.5
RM413,46,46-55,0,Travel_Rarely,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,Upto 5k,26314,2,No,14,3,3,1,19,5,2,10,7,0,8.0,-408.0,732.5
RM430,46,46-55,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,15k+,2288,6,No,13,3,3,0,26,2,1,3,2,0,1.0,1490.5,189.5
RM434,46,46-55,0,Travel_Rarely,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,5k-10k,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2.0,-179.0,272.0
RM466,46,46-55,0,Travel_Frequently,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10k-15k,8984,5,No,11,3,4,0,28,3,2,2,2,1,2.0,234.0,218.0
RM724,46,46-55,0,Travel_Rarely,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10k-15k,24208,6,No,13,3,2,1,13,3,3,8,7,0,7.0,552.0,-250.0
RM771,46,46-55,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,15k+,21445,9,No,17,3,4,2,23,0,3,2,2,2,2.0,390.0,-393.0
RM779,46,46-55,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,Upto 5k,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7.0,-603.0,250.5
RM811,46,46-55,0,Travel_Rarely,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,15k+,15596,3,No,12,3,4,1,23,3,3,12,9,4,9.0,1765.5,-296.0
RM862,46,46-55,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,15k+,24097,8,No,23,4,1,0,28,2,3,26,15,15,9.0,1348.5,700.0
RM870,46,46-55,0,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,15k+,10849,5,No,11,3,1,1,25,2,3,4,2,0,3.0,-156.0,627.0
RM878,46,46-55,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,5k-10k,17433,2,No,11,3,3,1,12,3,2,6,3,1,4.0,2161.0,-602.5
RM917,46,46-55,0,Travel_Rarely,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,15k+,9946,2,No,14,3,3,1,26,2,3,11,4,0,8.0,-279.0,-517.0
RM944,46,46-55,0,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,Upto 5k,22957,6,No,12,3,3,0,10,3,4,7,6,5,7.0,727.0,203.0
RM1032,46,46-55,1,Travel_Rarely,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10k-15k,15986,4,No,11,3,1,1,28,1,4,7,7,4,3.0,846.0,-476.0
RM1081,46,46-55,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,15k+,11380,8,No,12,3,4,1,23,2,4,13,12,5,1.0,906.5,-474.0
RM1136,46,46-55,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,15k+,3156,1,No,15,3,2,0,27,5,1,26,0,0,12.0,1867.5,-139.0
RM1232,46,46-55,0,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5k-10k,9697,6,No,14,3,4,0,19,3,3,10,7,0,9.0,344.0,-35.5
RM1236,46,46-55,0,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10k-15k,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3.0,1118.0,424.0
RM1278,46,46-55,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,15k+,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2.0,91.0,-89.0
RM1286,46,46-55,0,Non-Travel,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,5k-10k,25166,8,No,15,3,3,0,6,3,3,2,2,2,2.0,2568.0,73.5
RM1299,46,46-55,1,Travel_Rarely,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,5k-10k,10842,4,No,22,4,4,1,13,2,4,9,7,3,7.0,3708.0,-491.5
RM1323,46,46-55,0,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,5k-10k,19989,3,No,14,3,3,1,12,4,2,9,8,4,7.0,-1715.0,-110.0
RM1328,46,46-55,0,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,10k-15k,7739,2,No,12,3,4,1,25,5,3,19,17,2,8.0,-2474.5,617.0
RM1334,46,46-55,1,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,5k-10k,14011,5,No,21,4,3,3,14,2,3,8,7,0,7.0,-1936.0,401.0
RM272,47,46-55,1,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,10k-15k,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9.0,1556.0,-150.0
RM330,47,46-55,0,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,15k+,16375,4,No,11,3,2,1,21,2,3,3,2,1,1.0,-937.0,659.0
RM348,47,46-55,0,Travel_Frequently,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,Upto 5k,25751,3,No,19,3,1,0,5,3,3,0,0,0,0.0,-2447.0,533.5
RM429,47,46-55,0,Travel_Rarely,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5k-10k,7389,5,No,13,3,3,3,20,2,3,5,0,0,4.0,-148.0,230.5
RM533,47,46-55,0,Travel_Rarely,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,Upto 5k,11825,2,No,12,3,4,0,20,2,3,7,7,1,7.0,-463.0,-72.5
RM545,47,46-55,0,Travel_Frequently,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,10k-15k,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13.0,-1929.5,-485.0
RM567,47,46-55,1,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,5k-10k,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3.0,974.0,-56.5
RM593,47,46-55,0,Travel_Rarely,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,15k+,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0.0,381.5,-617.5
RM652,47,46-55,0,Travel_Rarely,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,Upto 5k,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7.0,-886.0,-526.5
RM666,47,46-55,0,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,Upto 5k,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2.0,722.0,708.0
RM708,47,46-55,0,Travel_Frequently,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5k-10k,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7.0,-151.0,626.5
RM720,47,46-55,0,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,Upto 5k,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7.0,-1260.0,179.5
RM1021,47,46-55,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,Upto 5k,10205,7,No,12,3,3,1,17,2,2,6,5,1,2.0,727.0,-367.5
RM1025,47,46-55,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,15k+,26703,3,No,19,3,2,2,26,2,4,20,17,5,6.0,798.5,-460.5
RM1068,47,46-55,0,Travel_Rarely,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,Upto 5k,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2.0,-832.0,-204.5
RM1155,47,46-55,0,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,15k+,5220,3,No,11,3,3,1,27,2,3,5,2,1,0.0,469.0,749.0
RM1195,47,46-55,0,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15k+,21086,6,No,14,3,3,3,29,2,3,3,2,1,2.0,272.5,523.0
RM1224,47,46-55,1,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,10k-15k,24164,7,No,11,3,3,0,25,3,1,23,5,14,10.0,-2763.5,391.0
RM1235,47,46-55,0,Non-Travel,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,Upto 5k,3536,7,No,11,3,4,1,4,3,1,1,0,0,0.0,-445.0,-232.5
RM1304,47,46-55,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10k-15k,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10.0,40.0,185.0
RM1322,47,46-55,0,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,Upto 5k,5411,4,No,12,3,3,0,7,2,3,2,2,2,0.0,-588.0,-625.5
RM1371,47,46-55,0,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,5k-10k,2125,8,No,18,3,3,1,16,4,4,8,7,1,7.0,249.0,416.5
RM1415,47,46-55,0,Travel_Rarely,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,5k-10k,13084,2,No,23,4,2,0,25,3,3,17,14,12,11.0,-1660.0,364.0
RM1422,47,46-55,0,Non-Travel,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,10k-15k,17231,0,No,18,3,1,2,14,3,1,13,8,5,12.0,1664.0,346.0
RM051,48,46-55,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5k-10k,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0.0,-4912.0,-190.0
RM353,48,46-55,0,Travel_Rarely,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,10k-15k,23978,3,No,21,4,2,1,15,3,1,0,0,0,0.0,3254.0,-323.0
RM445,48,46-55,0,Travel_Rarely,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,Upto 5k,19658,2,No,14,3,1,1,14,2,3,9,7,6,7.0,-1372.0,-612.5
RM493,48,46-55,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15k+,17997,7,No,11,3,1,1,21,3,1,3,2,0,2.0,-968.5,416.5
RM521,48,46-55,0,Travel_Rarely,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,5k-10k,18597,3,No,12,3,4,0,12,3,3,2,2,2,2.0,2697.0,41.5
RM679,48,46-55,0,Travel_Rarely,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,Upto 5k,5543,4,No,17,3,1,2,13,2,2,0,0,0,0.0,-434.0,636.5
RM736,48,46-55,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,Upto 5k,13119,2,No,13,3,4,0,19,0,3,2,2,2,2.0,-978.0,-475.5
RM737,48,46-55,0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10k-15k,22245,7,No,14,3,2,0,27,3,3,15,11,4,8.0,706.0,539.0
RM805,48,46-55,0,Non-Travel,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,15k+,16154,2,No,22,4,3,0,27,3,2,5,4,2,1.0,514.5,442.5
RM902,48,46-55,0,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,Upto 5k,16620,5,No,11,3,3,0,7,4,2,1,0,0,0.0,-134.0,136.5
RM905,48,46-55,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,15k+,8733,6,No,12,3,3,0,25,3,4,1,0,0,0.0,-972.0,-108.0
RM970,48,46-55,0,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,5k-10k,18706,1,No,11,3,3,0,11,2,3,10,9,0,8.0,-2395.0,39.0
RM1039,48,46-55,0,Travel_Rarely,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5k-10k,24795,4,No,11,3,1,3,15,3,3,2,2,2,2.0,63.0,445.5
RM1104,48,46-55,0,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,5k-10k,13693,8,No,14,3,3,1,18,2,3,8,7,7,7.0,1016.0,-283.5
RM1115,48,46-55,0,Travel_Rarely,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,Upto 5k,16530,8,No,12,3,4,1,10,3,2,8,2,7,6.0,-326.0,275.5
RM1167,48,46-55,0,Travel_Frequently,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15k+,5602,2,No,25,4,2,1,23,3,3,2,2,2,2.0,-1168.5,-454.5
RM1205,48,46-55,1,Travel_Frequently,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,Upto 5k,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7.0,83.0,-38.0
RM1332,48,46-55,0,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,15k+,13583,4,No,12,3,4,0,29,3,3,22,10,12,9.0,428.0,401.0
RM1352,48,46-55,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,15k+,2437,3,No,11,3,2,1,24,3,3,22,17,4,7.0,803.5,-702.5
RM002,49,46-55,0,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Male,61,2,2,Research Scientist,2,Married,5k-10k,24907,1,No,23,4,4,1,10,3,3,10,7,1,7.0,-88.0,-473.5
RM130,49,46-55,0,Travel_Rarely,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,5k-10k,5549,1,No,14,3,3,0,16,2,2,15,11,5,11.0,1349.0,-282.5
RM202,49,46-55,0,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,5k-10k,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7.0,1586.0,249.5
RM291,49,46-55,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,15k+,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2.0,-572.0,-187.0
RM317,49,46-55,0,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,10k-15k,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7.0,-2406.5,271.5
RM376,49,46-55,0,Travel_Rarely,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10k-15k,12066,8,No,24,4,3,0,26,2,3,5,2,0,0.0,672.0,445.0
RM474,49,46-55,0,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,15k+,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9.0,265.0,422.0
RM608,49,46-55,1,Travel_Rarely,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,5k-10k,5860,1,No,18,3,1,2,9,3,4,9,8,7,7.0,-1596.0,331.0
RM640,49,46-55,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,Upto 5k,10554,2,No,16,3,2,1,7,2,3,4,2,0,2.0,887.0,585.5
RM678,49,46-55,0,Travel_Rarely,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,5k-10k,22477,4,No,11,3,3,1,29,3,2,26,9,1,7.0,-2890.0,-289.0
RM822,49,46-55,0,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,10k-15k,11879,6,No,17,3,2,1,22,3,3,9,8,2,3.0,-2579.5,-528.0
RM900,49,46-55,0,Travel_Rarely,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,15k+,12124,2,No,13,3,3,1,23,2,4,1,0,0,0.0,-526.0,275.0
RM1007,49,46-55,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,Upto 5k,22710,3,No,20,4,1,0,20,2,3,4,3,1,3.0,-934.0,722.5
RM1045,49,46-55,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,5k-10k,21534,2,No,14,3,2,1,20,0,2,3,2,1,2.0,1433.0,742.5
RM1055,49,46-55,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10k-15k,20948,3,No,14,3,2,2,29,3,3,8,7,0,7.0,173.0,674.0
RM1072,49,46-55,0,Travel_Rarely,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,Upto 5k,23070,4,No,25,4,1,1,10,3,3,3,2,1,2.0,-429.0,-481.5
RM1148,49,46-55,0,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,Upto 5k,22102,1,No,14,3,4,1,10,3,2,9,6,1,4.0,518.0,-110.5
RM1177,49,46-55,0,Travel_Rarely,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,15k+,3498,3,No,16,3,2,2,27,2,3,4,2,1,2.0,42.5,-518.5
RM1182,49,46-55,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,10k-15k,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12.0,-2404.5,-354.5
RM1193,49,46-55,0,Travel_Rarely,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,Upto 5k,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2.0,-106.0,-368.5
RM1196,49,46-55,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15k+,22384,4,No,14,3,1,0,23,2,3,8,7,0,0.0,-991.5,-10.5
RM1255,49,46-55,0,Travel_Rarely,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,Upto 5k,8191,3,No,12,3,3,0,8,1,4,5,1,0,4.0,-916.0,537.5
RM1378,49,46-55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,15k+,13738,3,No,15,3,4,0,28,3,3,5,4,4,3.0,-76.0,241.0
RM1469,49,46-55,0,Travel_Frequently,Sales,2,3,Medical,4,Male,63,2,2,Sales Executive,2,Married,5k-10k,13243,2,No,14,3,4,0,17,3,2,9,6,0,8.0,-33.0,247.5
RM037,50,46-55,1,Travel_Rarely,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,Upto 5k,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2.0,111.0,123.0
RM063,50,46-55,0,Travel_Rarely,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,15k+,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8.0,-497.0,166.0
RM107,50,46-55,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,15k+,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7.0,-1065.0,292.0
RM132,50,46-55,0,Travel_Frequently,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,5k-10k,6645,4,No,11,3,4,0,16,3,3,2,2,2,1.0,-42.0,-44.0
